股票代码,股票名称,D-0日期,N1,N2,D-y振幅,D-x振幅,D-y~D-0区间涨幅,D-y~D-0区间振幅,D-0振幅,D+1(低/高),D+2最高价,D+3最高价,D+4最高价,D+5最高价,D+6最高价,D+7最高价,D+8最高价
002669,康达新材,2021-11-11,4,1,10.17,11.89,44.72%,44.88%,11.97,0%/6%(阳),1%,-1%,1%(板),1%,2%,10%(板),15%
002673,西部证券,2024-02-27,6,1,11.73,9.92,37.0%,38.81%,10.14,4%/10%(阴),6%,5%,0%,-1%,-2%,-4%,-3%
002681,奋达科技,2015-04-27,8,2,12.52,8.57,41.52%,44.03%,11.11,-4%/3%(阳),10%,19%(板),22%,3%,7%,0%,1%
002681,奋达科技,2024-12-04,3,1,12.74,9.33,20.31%,23.06%,11.02,4%/10%(板),21%,24%(板),36%(板),50%(板),45%,37%,21%
002709,天赐材料,2016-05-12,3,4,13.53,10.77,38.06%,41.58%,15.71,-60%/-57%(阳),-58%,-55%(板),-52%,-52%,-55%,-57%,-57%
002709,天赐材料,2024-11-11,6,3,9.99,11.39,42.24%,42.24%,13.22,-4%/5%(阴),-1%,-1%,-7%,-9%,-5%,-4%,3%
002713,东易日盛,2023-02-01,8,1,12.54,9.57,21.01%,23.62%,10.67,-1%/9%(阴),-4%,-3%,-4%,4%(板),2%,-1%,-3%
002748,世龙实业,2021-11-11,8,1,10.76,6.72,21.8%,28.89%,9.88,-2%/7%(阳),3%,-3%,-8%,-6%,-2%(板),7%,12%(板)
002753,永东股份,2015-08-03,3,2,10.8,12.45,18.35%,30.95%,14.13,-9%/5%(阳),12%,7%,2%,4%,6%,6%,-1%
002767,先锋电子,2015-08-03,3,2,10.09,15.09,29.47%,42.88%,17.89,-9%/2%(阴),-3%,-8%,-11%,-8%,0%(板),6%,6%
002768,国恩股份,2018-12-12,3,1,10.48,11.07,15.98%,16.44%,11.23,-10%/1%(阴),-10%,-17%,-19%,-19%,-22%,-23%,-23%
002772,众兴菌业,2015-07-31,3,1,11.99,12.59,32.37%,38.83%,15.5,-4%/10%(板),15%,8%,4%,0%,1%,6%,4%
002792,通宇通讯,2022-09-02,8,1,10.82,9.98,16.16%,22.67%,12.11,-2%/9%(阴),7%,-2%,-9%,-12%,-12%,-14%,-14%
002824,和胜股份,2022-05-18,5,5,11.41,12.62,54.97%,56.39%,10.73,-5%/4%(阳),11%(板),22%(板),34%,20%,25%,25%,20%
002828,贝肯能源,2026-07-10,4,3,9.35,9.02,39.98%,39.36%,16.24,-5%/5%(阴),-3%,-6%,-7%,-6%,-10%,-13%,-11%
002842,翔鹭钨业,2026-01-28,6,1,10.11,11.22,65.75%,65.86%,13.31,-7%/6%(阴),0%,-3%,-3%,-3%,-5%,-2%(板),7%
002862,实丰文化,2018-12-19,3,1,13.14,13.07,31.17%,34.31%,13.38,-4%/0%(阳),-2%,-5%,-5%,-6%,-7%,-10%,-5%(板)
002862,实丰文化,2024-05-06,6,1,11.93,7.8,36.69%,38.65%,9.96,-1%/6%(阳),5%,3%,2%,6%,13%,6%,5%
002870,香山股份,2019-07-12,6,1,8.76,10.92,25.97%,26.73%,11.98,-9%/-3%(阴),4%,9%,-1%,-3%,-7%,-10%,-7%
002875,安奈儿,2019-02-11,4,1,10.92,10.49,15.15%,19.77%,9.99,-2%/10%(板),12%,9%,11%,10%,19%,12%,8%
002877,智能自控,2020-03-26,3,1,9.77,9.58,29.02%,28.75%,12.08,-10%/-4%(阴),-8%,-7%,-15%,-16%,-15%,-16%,-14%
002883,*ST中设,2024-04-25,3,1,8.95,8.25,39.71%,38.6%,14.0,-5%/9%(阴),-7%,-9%,-11%,-10%,-11%,-11%,-11%
002885,京泉华,2021-11-04,6,4,4.23,11.1,29.33%,26.23%,10.68,-2%/9%(板),20%(板),28%,19%,28%(板),41%(板),56%,61%(板)
002902,铭普光磁,2018-12-11,3,1,7.78,4.81,35.03%,33.78%,14.0,-8%/-3%(阴),-3%,-9%,-12%,-8%,-6%,-9%,-4%
002905,金逸影视,2022-09-13,7,1,13.24,9.83,23.86%,27.03%,12.01,-7%/-3%(阳),7%(板),9%,3%,11%(板),8%,-6%,-9%
002923,润都股份,2018-10-22,3,1,9.92,20.02,23.32%,32.69%,13.75,-4%/4%(阳),0%,0%,-1%,0%,-1%,5%,4%
002947,恒铭达,2024-03-04,6,3,11.71,11.12,47.73%,49.43%,10.67,-2%/3%(阳),2%,1%,0%,1%,4%,6%,1%
003015,日久光电,2024-10-21,4,4,10.42,9.19,35.34%,35.83%,12.05,-6%/2%(阴),-6%,-6%,-7%,-3%,0%,-2%,-2%
003029,吉大正元,2024-04-26,8,3,12.94,11.67,40.65%,43.59%,11.82,-2%/9%(板),19%,22%,18%,16%,13%,20%,14%
003036,泰坦股份,2022-09-07,3,2,13.22,8.82,12.17%,17.57%,11.78,-4%/1%(阴),-3%,-2%,-3%,-1%,-2%(板),6%,4%
